round,home_team,away_team,hm_score,aw_score,score_gap,hm_PWk_lad,aw_PWk_lad,PWk_lad_gap,hm_PWk_perc,aw_PWk_perc,PWk_perc_gap,hm_PWk_pts,aw_PWk_pts,PWk_pts_gap,hm_PWk_pts_stan,aw_PWk_pts_stan,PWk_pts_gap_stan,hm_PY,hm_PY_perc,hm_2PY,hm_2PY_perc,hm_3PY,hm_3PY_perc,hm_4PY,hm_4PY_perc,hm_PY_2PY,hm_PY_3PY,hm_PY_4PY,hm_Pypc_2Pypc,hm_Pypc_3Pypc,hm_Pypc_4Pypc,aw_PY,aw_PY_perc,aw_2PY,aw_2PY_perc,aw_3PY,aw_3PY_perc,aw_4PY,aw_4PY_perc,aw_PY_2PY,aw_PY_3PY,aw_PY_4PY,aw_Pypc_2Pypc,aw_Pypc_3Pypc,aw_Pypc_4Pypc,PY_gap,PY_%_gap,2PY_gap,2PY_%_gap,3PY_gap,3PY_%_gap,4PY_gap,4PY_%_gap,hm_Dr_PY,hm_Dr_2PY,hm_Dr_3py,hm_Dr_4py,hm_Dr_Tot,aw_Dr_PY,aw_Dr_2PY,aw_Dr_3py,aw_Dr_4py,aw_Dr_Tot,Dr_PY_gap,Dr_2PY_gap,Dr_3PY_gap,Dr_4PY_gap,Dr_Tot_gap,hm_Pwk_win,hm_2Pwk_win,hm_3Pwk_win,hm_4Pwk_win,aw_Pwk_win,aw_2Pwk_win,aw_3Pwk_win,aw_4Pwk_win,hm_win_1,hm_win_2,hm_win_3,hm_win_4,aw_win_1,aw_win_2,aw_win_3,aw_win_4,h_win_1_gap,h_win_2_gap,h_win_3_gap,h_win_4_gap,a_win_1_gap,a_win_2_gap,a_win_3_gap,a_win_4_gap,Interstate,PWk_hm,home_win
12,SY,GC,0,0,0,2,17,15,138.4,66.2,72.2,36,4,-32,3.272727273,0.363636364,-2.909090909,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,-11,49.2,-10,40.8,-14,79.8,-10,53,301,382,252,190,1125,310,248,217,117,892,-9,134,35,73,233,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
13,FR,CW,80,73,7,1,4,3,138.2,130.7,7.5,40,32,-8,3.333333333,2.666666667,-0.666666667,4,130.4,3,134.1,7,115.7,11,83.1,1,-3,-7,-3.7,14.7,47.3,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,-7,36.3,-3,19.1,3,-0.8,10,-84.6,231,218,237,351,1037,333,267,331,118,1049,-102,-49,-94,233,-12,0,0.5,0.333333333,0.5,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13,SY,RI,77,95,-18,3,8,5,138.4,108,30.4,36,24,-12,3,2,-1,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,-7,37.1,-1,9.7,-9,29,-5,22.9,301,382,252,190,1125,276,213,298,204,991,25,169,-46,-14,134,0,0.5,0.666666667,0.75,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13,HW,ES,114,76,38,5,13,8,152.9,87,65.9,28,16,-12,2.333333333,1.333333333,-1,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,7,106.3,9,107.3,11,100,8,100,-2,-4,-1,-1,6.3,6.3,-5,34.5,-8,28.4,-10,54.6,-5,44.1,170,252,136,199,757,163,155,284,216,818,7,97,-148,-17,-61,1,0.5,0.666666667,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,BL,AD,69,82,-13,17,7,-10,65.1,108.4,-43.3,8,24,16,0.666666667,2,1.333333333,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,10,114.1,11,108.1,2,132.5,14,79.4,-1,8,-4,6,-18.4,34.7,5,-44.8,1,-18.5,11,-41.5,1,1.6,176,514,252,334,1276,250,169,62,251,732,-74,345,190,83,544,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,SK,WB,56,62,-6,14,9,-5,80.1,104.2,-24.1,16,24,8,1.333333333,2,0.666666667,18,60.8,16,82.6,9,123.3,6,112.8,2,9,12,-21.8,-62.5,-52,14,81.9,15,85.1,15,67,10,95.6,-1,-1,4,-3.2,14.9,-13.7,4,-21.1,1,-2.5,-6,56.3,-4,17.2,315,277,303,357,1252,355,210,382,295,1242,-40,67,-79,62,10,0,0.5,0.333333333,0.5,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,CA,GC,103,69,34,16,18,2,69,66.2,2.8,8,4,-4,0.666666667,0.333333333,-0.333333333,13,89.7,8,106.7,10,108,5,130.9,5,3,8,-17,-18.3,-41.2,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,1,-4,-6,15,-7,47.2,-12,74.6,277,268,266,172,983,310,248,217,117,892,-33,20,49,55,91,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
13,GE,ME,0,0,0,10,15,5,98.4,78.3,20.1,24,16,-8,2,1.333333333,-0.666666667,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,-14,45.4,-15,81.5,-10,49.6,-11,72.1,229,290,115,256,890,360,212,359,158,1089,-131,78,-244,98,-199,0,0.5,0.666666667,0.5,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
13,NM,PA,0,0,0,11,12,1,96.3,97.8,-1.5,24,20,-4,2,1.666666667,-0.333333333,6,117,10,119.5,8,112.5,9,101.2,-4,-2,-3,-2.5,4.5,15.8,5,129.9,7,102.4,14,78.9,16,64.5,-2,-9,-11,27.5,51,65.4,1,-12.9,3,17.1,-6,33.6,-7,36.7,223,215,373,184,995,113,214,267,217,811,110,1,106,-33,184,1,0.5,0.666666667,0.5,0,0,0.333333333,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13,WC,GW,0,0,0,2,6,4,153.5,101,52.5,36,28,-8,3,2.333333333,-0.666666667,9,116.9,13,95.3,5,124.2,4,130.3,-4,4,5,21.6,-7.3,-13.4,16,76.7,18,51,18,46.2,18,50,-2,-2,-2,25.7,30.5,26.7,-7,40.2,-5,44.3,-13,78,-14,80.3,264,346,157,186,953,484,497,631,1139,2751,-220,-151,-474,-953,-1798,1,1,0.666666667,0.75,0,0,0.333333333,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
14,SY,PA,94,84,10,3,12,9,131.7,97.8,33.9,36,20,-16,2.769230769,1.538461538,-1.230769231,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,5,129.9,7,102.4,14,78.9,16,64.5,-2,-9,-11,27.5,51,65.4,-4,13,-3,30.1,-11,61.7,-9,44.8,301,382,252,190,1125,113,214,267,217,811,188,168,-15,-27,314,0,0,0.333333333,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14,CW,HW,91,101,-10,5,4,-1,127.3,152.7,-25.4,32,32,0,2.461538462,2.461538462,0,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,9,-46.7,5,-20.7,3,-38.1,-2,23.6,333,267,331,118,1049,170,252,136,199,757,163,15,195,-81,292,0,0,0.333333333,0.5,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
14,RI,GW,78,69,9,6,9,3,109.3,101,8.3,28,28,0,2.153846154,2.153846154,0,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,16,76.7,18,51,18,46.2,18,50,-2,-2,-2,25.7,30.5,26.7,-8,29.1,-13,71.8,-6,65.4,-6,36.4,276,213,298,204,991,484,497,631,1139,2751,-208,-284,-333,-935,-1760,1,0.5,0.333333333,0.5,0,0,0,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
14,GC,NM,125,70,55,18,11,-7,66.3,96.3,-30,4,24,20,0.307692308,1.846153846,1.538461538,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,6,117,10,119.5,8,112.5,9,101.2,-4,-2,-3,-2.5,4.5,15.8,6,-23.3,4,-27.8,9,-51.7,8,-44.9,310,248,217,117,892,223,215,373,184,995,87,33,-156,-67,-103,0,0,0,0,0,0.5,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,WB,CA,64,53,11,8,16,8,104.5,73.2,31.3,28,12,-16,2.153846154,0.923076923,-1.230769231,14,81.9,15,85.1,15,67,10,95.6,-1,-1,4,-3.2,14.9,-13.7,13,89.7,8,106.7,10,108,5,130.9,5,3,8,-17,-18.3,-41.2,1,-7.8,7,-21.6,5,-41,5,-35.3,355,210,382,295,1242,277,268,266,172,983,78,-58,116,123,259,1,1,0.666666667,0.5,1,1,0.666666667,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14,ME,WC,60,114,-54,15,2,-13,78.3,153.5,-75.2,16,36,20,1.230769231,2.769230769,1.538461538,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,9,116.9,13,95.3,5,124.2,4,130.3,-4,4,5,21.6,-7.3,-13.4,8,-48.5,4,-41.2,11,-56.7,9,-45,360,212,359,158,1089,264,346,157,186,953,96,-134,202,-28,136,0,0.5,0.333333333,0.25,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,ES,SK,52,162,-110,13,14,1,84.7,80.6,4.1,16,16,0,1.230769231,1.230769231,0,7,106.3,9,107.3,11,100,8,100,-2,-4,-1,-1,6.3,6.3,18,60.8,16,82.6,9,123.3,6,112.8,2,9,12,-21.8,-62.5,-52,-11,45.5,-7,24.7,2,-23.3,2,-12.8,163,155,284,216,818,315,277,303,357,1252,-152,-122,-19,-141,-434,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,FR,BL,84,48,36,1,17,16,135.5,66.3,69.2,44,8,-36,3.384615385,0.615384615,-2.769230769,4,130.4,3,134.1,7,115.7,11,83.1,1,-3,-7,-3.7,14.7,47.3,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,-11,61.1,-9,44.5,-6,24.7,-4,2.1,231,218,237,351,1037,176,514,252,334,1276,55,-296,-15,17,-239,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
14,AD,GE,0,0,0,7,10,3,109.1,98.4,10.7,28,24,-4,2.153846154,1.846153846,-0.307692308,10,114.1,11,108.1,2,132.5,14,79.4,-1,8,-4,6,-18.4,34.7,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,7,0.3,9,-27.5,-4,15.4,12,-78,250,169,62,251,732,229,290,115,256,890,21,-121,-53,-5,-158,1,0.5,0.333333333,0.5,0,0,0.333333333,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15,PA,CW,66,63,3,12,5,-7,97.1,123.7,-26.6,20,32,12,1.428571429,2.285714286,0.857142857,5,129.9,7,102.4,14,78.9,16,64.5,-2,-9,-11,27.5,51,65.4,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,-6,35.8,1,-12.6,10,-37.6,15,-103.2,113,214,267,217,811,333,267,331,118,1049,-220,-53,-64,99,-238,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,RI,CA,71,41,30,6,16,10,109.5,73.7,35.8,32,12,-20,2.285714286,0.857142857,-1.428571429,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,13,89.7,8,106.7,10,108,5,130.9,5,3,8,-17,-18.3,-41.2,-5,16.1,-3,16.1,2,3.6,7,-44.5,276,213,298,204,991,277,268,266,172,983,-1,-55,32,32,8,1,1,0.666666667,0.5,0,0.5,0.666666667,0.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
15,ES,ME,69,60,9,14,15,1,77.6,76,1.6,16,16,0,1.142857143,1.142857143,0,7,106.3,9,107.3,11,100,8,100,-2,-4,-1,-1,6.3,6.3,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,-10,37.9,-8,53.2,-5,32.5,-5,14.7,163,155,284,216,818,360,212,359,158,1089,-197,-57,-75,58,-271,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,WB,GC,95,73,22,7,17,10,105.3,72.4,32.9,32,8,-24,2.285714286,0.571428571,-1.714285714,14,81.9,15,85.1,15,67,10,95.6,-1,-1,4,-3.2,14.9,-13.7,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,2,-11.8,1,-6.6,-2,6.2,-7,39.3,355,210,382,295,1242,310,248,217,117,892,45,-38,165,178,350,1,1,1,0.75,1,0.5,0.333333333,0.25,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
15,NM,GE,120,79,41,11,10,-1,92.2,98.4,-6.2,24,26,2,1.714285714,1.857142857,0.142857143,6,117,10,119.5,8,112.5,9,101.2,-4,-2,-3,-2.5,4.5,15.8,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,3,3.2,8,-16.1,2,-4.6,7,-56.2,223,215,373,184,995,229,290,115,256,890,-6,-75,258,-72,105,0,0,0.333333333,0.25,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
15,WC,AD,147,91,56,2,8,6,156,109.1,46.9,40,30,-10,2.857142857,2.142857143,-0.714285714,9,116.9,13,95.3,5,124.2,4,130.3,-4,4,5,21.6,-7.3,-13.4,10,114.1,11,108.1,2,132.5,14,79.4,-1,8,-4,6,-18.4,34.7,-1,2.8,2,-12.8,3,-8.3,-10,50.9,264,346,157,186,953,250,169,62,251,732,14,177,95,-65,221,1,0.5,0.666666667,0.75,1,1,0.666666667,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
15,GW,SK,84,49,35,9,13,4,100.2,90.1,10.1,28,20,-8,2,1.428571429,-0.571428571,16,76.7,18,51,18,46.2,18,50,-2,-2,-2,25.7,30.5,26.7,18,60.8,16,82.6,9,123.3,6,112.8,2,9,12,-21.8,-62.5,-52,-2,15.9,2,-31.6,9,-77.1,12,-62.8,484,497,631,1139,2751,315,277,303,357,1252,169,220,328,782,1499,0,0,0,0,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
15,HW,FR,115,43,72,4,1,-3,148.7,137.8,10.9,36,48,12,2.571428571,3.428571429,0.857142857,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,4,130.4,3,134.1,7,115.7,11,83.1,1,-3,-7,-3.7,14.7,47.3,-2,10.4,-2,1.6,-6,38.9,-8,61,170,252,136,199,757,231,218,237,351,1037,-61,34,-101,-152,-280,1,1,1,0.75,1,1,0.666666667,0.75,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
15,BL,SY,49,70,-21,18,3,-15,65.7,129.8,-64.1,8,40,32,0.571428571,2.857142857,2.285714286,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,14,-73.6,8,-42.9,10,-49.6,8,-28.3,176,514,252,334,1276,301,382,252,190,1125,-125,132,0,144,151,0,0,0,0,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,NM,ES,93,68,25,10,14,4,95.8,79.4,16.4,28,20,-8,1.866666667,1.333333333,-0.533333333,6,117,10,119.5,8,112.5,9,101.2,-4,-2,-3,-2.5,4.5,15.8,7,106.3,9,107.3,11,100,8,100,-2,-4,-1,-1,6.3,6.3,-1,10.7,1,12.2,-3,12.5,1,1.2,223,215,373,184,995,163,155,284,216,818,60,60,89,-32,177,1,0.5,0.333333333,0.5,1,0.5,0.333333333,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,GE,WB,72,64,8,11,6,-5,95.2,106.9,-11.7,26,36,10,1.733333333,2.4,0.666666667,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,14,81.9,15,85.1,15,67,10,95.6,-1,-1,4,-3.2,14.9,-13.7,-11,31.9,-13,50.5,-9,50.1,-8,61.8,229,290,115,256,890,355,210,382,295,1242,-126,80,-267,-39,-352,0,0.5,0.333333333,0.25,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1
16,GC,GW,79,94,-15,17,8,-9,72.7,103.1,-30.4,8,32,24,0.533333333,2.133333333,1.6,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,16,76.7,18,51,18,46.2,18,50,-2,-2,-2,25.7,30.5,26.7,-4,17,-4,40.7,-1,14.6,-1,6.3,310,248,217,117,892,484,497,631,1139,2751,-174,-249,-414,-1022,-1859,0,0.5,0.333333333,0.25,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,CW,WC,56,87,-31,7,2,-5,122,156.5,-34.5,32,44,12,2.133333333,2.933333333,0.8,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,9,116.9,13,95.3,5,124.2,4,130.3,-4,4,5,21.6,-7.3,-13.4,2,-22.8,-7,19.7,-1,-7.7,-3,37.4,333,267,331,118,1049,264,346,157,186,953,69,-79,174,-68,96,0,0,0,0,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
16,SY,HW,57,146,-89,3,4,1,130.5,153.8,-23.3,44,40,-4,2.933333333,2.666666667,-0.266666667,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,-1,2.1,3,-3.2,2,-14,4,-34.8,301,382,252,190,1125,170,252,136,199,757,131,130,116,-9,368,1,1,0.666666667,0.5,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
16,FR,CA,95,53,42,1,16,15,125.5,72.9,52.6,48,12,-36,3.2,0.8,-2.4,4,130.4,3,134.1,7,115.7,11,83.1,1,-3,-7,-3.7,14.7,47.3,13,89.7,8,106.7,10,108,5,130.9,5,3,8,-17,-18.3,-41.2,-9,40.7,-5,27.4,-3,7.7,6,-47.8,231,218,237,351,1037,277,268,266,172,983,-46,-50,-29,179,54,0,0.5,0.666666667,0.5,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16,ME,BL,60,36,24,15,18,3,76.6,65.9,10.7,16,8,-8,1.066666667,0.533333333,-0.533333333,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,2,-0.9,5,-35.5,3,-23.5,-2,4.3,360,212,359,158,1089,176,514,252,334,1276,184,-302,107,-176,-187,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16,PA,AD,113,116,-3,12,9,-3,97.5,103.2,-5.7,24,30,6,1.6,2,0.4,5,129.9,7,102.4,14,78.9,16,64.5,-2,-9,-11,27.5,51,65.4,10,114.1,11,108.1,2,132.5,14,79.4,-1,8,-4,6,-18.4,34.7,-5,15.8,-4,-5.7,12,-53.6,2,-14.9,113,214,267,217,811,250,169,62,251,732,-137,45,205,-34,79,1,0.5,0.333333333,0.25,0,0.5,0.666666667,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,SK,RI,73,89,-16,13,5,-8,88.2,112,-23.8,20,36,16,1.333333333,2.4,1.066666667,18,60.8,16,82.6,9,123.3,6,112.8,2,9,12,-21.8,-62.5,-52,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,10,-45,11,-40.2,-3,11.7,-6,26.4,315,277,303,357,1252,276,213,298,204,991,39,64,5,153,261,0,0.5,0.333333333,0.25,1,1,1,0.75,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
17,CA,HW,35,173,-138,16,3,-13,71.8,159.3,-87.5,12,44,32,0.75,2.75,2,13,89.7,8,106.7,10,108,5,130.9,5,3,8,-17,-18.3,-41.2,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,11,-51.1,7,-29,9,-46.6,2,-13.2,277,268,266,172,983,170,252,136,199,757,107,16,130,-27,226,0,0,0,0.25,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
17,GW,GE,42,69,-27,7,11,4,104.1,96,8.1,36,30,-6,2.25,1.875,-0.375,16,76.7,18,51,18,46.2,18,50,-2,-2,-2,25.7,30.5,26.7,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,13,-37.1,16,-84.6,12,-70.9,16,-107.4,484,497,631,1139,2751,229,290,115,256,890,255,207,516,883,1861,1,1,0.666666667,0.5,1,0.5,0.666666667,0.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17,AD,GC,125,80,45,8,17,9,103.1,73.4,29.7,34,8,-26,2.125,0.5,-1.625,10,114.1,11,108.1,2,132.5,14,79.4,-1,8,-4,6,-18.4,34.7,12,93.7,14,91.7,17,60.8,17,56.3,-2,-5,-5,2,32.9,37.4,-2,20.4,-3,16.4,-15,71.7,-3,23.1,250,169,62,251,732,310,248,217,117,892,-60,-79,-155,134,-160,1,0.5,0.666666667,0.75,0,0,0.333333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
17,RI,FR,78,82,-4,5,1,-4,112.7,128.4,-15.7,40,52,12,2.5,3.25,0.75,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,4,130.4,3,134.1,7,115.7,11,83.1,1,-3,-7,-3.7,14.7,47.3,4,-24.6,2,-11.3,5,-4.1,1,3.3,276,213,298,204,991,231,218,237,351,1037,45,-5,61,-147,-46,1,1,1,1,1,0.5,0.666666667,0.75,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
17,ES,PA,116,129,-13,14,12,-2,79,97.5,-18.5,20,24,4,1.25,1.5,0.25,7,106.3,9,107.3,11,100,8,100,-2,-4,-1,-1,6.3,6.3,5,129.9,7,102.4,14,78.9,16,64.5,-2,-9,-11,27.5,51,65.4,2,-23.6,2,4.9,-3,21.1,-8,35.5,163,155,284,216,818,113,214,267,217,811,50,-59,17,-1,7,0,0.5,0.333333333,0.25,0,0.5,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,BL,NM,38,110,-72,18,10,-8,65.7,97.8,-32.1,8,32,24,0.5,2,1.5,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,6,117,10,119.5,8,112.5,9,101.2,-4,-2,-3,-2.5,4.5,15.8,9,-47.7,2,-29.9,5,-21.5,6,-20.2,176,514,252,334,1276,223,215,373,184,995,-47,299,-121,150,281,0,0,0,0,1,1,0.666666667,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
17,WB,CW,104,86,18,6,9,3,105.8,117.8,-12,36,32,-4,2.25,2,-0.25,14,81.9,15,85.1,15,67,10,95.6,-1,-1,4,-3.2,14.9,-13.7,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,3,-12.2,9,-29.9,11,-49.5,9,-72.1,355,210,382,295,1242,333,267,331,118,1049,22,-57,51,177,193,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,ME,SK,46,83,-37,15,13,-2,79,87.8,-8.8,20,20,0,1.25,1.25,0,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,18,60.8,16,82.6,9,123.3,6,112.8,2,9,12,-21.8,-62.5,-52,-1,7.6,1,-28.5,7,-55.8,7,-27.5,360,212,359,158,1089,315,277,303,357,1252,45,-65,56,-199,-163,1,0.5,0.333333333,0.25,0,0,0.333333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17,WC,SY,103,51,52,2,4,2,156.5,118.3,38.2,48,44,-4,3,2.75,-0.25,9,116.9,13,95.3,5,124.2,4,130.3,-4,4,5,21.6,-7.3,-13.4,1,142.9,4,132.5,3,140.6,7,109.3,-3,-2,-6,10.4,2.3,33.6,8,-26,9,-37.2,2,-16.4,-3,21,264,346,157,186,953,301,382,252,190,1125,-37,-36,-95,-4,-172,1,1,1,0.75,0,0.5,0.666666667,0.5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
18,HW,RI,53,71,-18,3,5,2,170.1,111.5,58.6,48,40,-8,2.823529412,2.352941176,-0.470588235,2,140.8,1,135.7,1,154.6,3,144.1,1,1,-1,5.1,-13.8,-3.3,8,105.8,5,122.8,12,111.6,12,86.4,3,-4,-4,-17,-5.8,19.4,-6,35,-4,12.9,-11,43,-9,57.7,170,252,136,199,757,276,213,298,204,991,-106,39,-162,-5,-234,1,1,1,1,0,0.5,0.666666667,0.75,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
18,GE,BL,113,57,56,10,18,8,98.2,63.6,34.6,34,8,-26,2,0.470588235,-1.529411765,3,113.8,2,135.6,6,117.1,2,157.4,1,-3,1,-21.8,-3.3,-43.6,15,69.3,12,89.6,13,91,15,81,3,2,0,-20.3,-21.7,-11.7,-12,44.5,-10,46,-7,26.1,-13,76.4,229,290,115,256,890,176,514,252,334,1276,53,-224,-137,-78,-386,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
18,CW,ME,54,91,-37,11,15,4,114.9,77.6,37.3,32,20,-12,1.882352941,1.176470588,-0.705882353,11,94.1,6,115,4,116.5,1,167.7,5,7,10,-20.9,-22.4,-73.6,17,68.4,17,54.1,16,67.5,13,85.3,0,1,4,14.3,0.9,-16.9,-6,25.7,-11,60.9,-12,49,-12,82.4,333,267,331,118,1049,360,212,359,158,1089,-27,55,-28,-40,-40,0,0,0,0,0,0.5,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
